Code;Title
3C0Z;"Enfermedades de la sangre o de los órganos hematopoyéticos, sin especificación"
4A00;Inmunodeficiencias primarias por trastornos de la inmunidad innata
4A00.0;Defectos funcionales de los neutrófilos
4A00.00;Síndrome de inmunodeficiencia de neutrófilos
4A00.0Y;Otros defectos funcionales especificados de los neutrófilos
4A00.0Z;"Defectos funcionales de los neutrófilos, sin especificación"
4A00.1;Defectos del sistema del complemento
4A00.10;Inmunodeficiencia con deficiencia de un componente inicial del complemento
4A00.11;Inmunodeficiencia con deficiencia de un componente tardío del complemento
4A00.12;Inmunodeficiencia con deficiencia del factor B
4A00.13;Inmunodeficiencia con anomalía del factor D
4A00.14;Angioedema hereditario
4A00.15;Angioedema adquirido
4A00.1Y;Otros defectos especificados del sistema del complemento
4A00.1Z;"Defectos del sistema del complemento, sin especificación"
4A00.2;Predisposición genética a determinados microbios patógenos
4A00.3;Inmunodeficiencia con deficiencia de células NK
4A00.Y;Otras inmunodeficiencias primarias especificadas por trastornos de la inmunidad innata
4A00.Z;"Inmunodeficiencias primarias por trastornos de la inmunidad innata, sin especificación"
4A01;Inmunodeficiencias primarias por trastornos de la inmunidad adaptativa
4A01.0;Inmunodeficiencias con defecto predominante de los anticuerpos
4A01.00;Agammaglobulinemia hereditaria con linfocitos B ausentes o casi ausentes
4A01.01;Inmunodeficiencias con reducción importante de al menos dos isotipos de inmunoglobulinas séricas con cifra normal o baja de linfocitos B
4A01.02;Deficiencia de anticuerpos específicos con concentración normal de inmunoglobulinas o número normal de linfocitos B
4A01.03;Hipogammaglobulinemia transitoria del lactante
4A01.04;Inmunodeficiencias con deficiencias isotípicas o de cadenas ligeras y cifra normal de linfocitos B
4A01.05;"Inmunodeficiencias con reducción importante de IgG o IgA séricas, con IgM normal o elevada y cifra normal de linfocitos B"
4A01.0Y;Otro(a)(s) inmunodeficiencias con defecto predominante de los anticuerpos especificado(a)(s)
4A01.0Z;"Inmunodeficiencias con defecto predominante de los anticuerpos, sin especificación"
4A01.1;Inmunodeficiencias combinadas
4A01.10;Inmunodeficiencias combinadas graves
4A01.11;Deficiencia de complejo principal de histocompatibilidad de clase I
4A01.12;Deficiencia de complejo principal de histocompatibilidad de clase II
4A01.1Y;Otras inmunodeficiencias combinadas especificadas
4A01.1Z;"Inmunodeficiencias combinadas, sin especificación"
4A01.2;Trastornos de la regulación inmunitaria
4A01.20;Trastornos de la regulación inmunitaria con hipopigmentación
4A01.21;Trastornos de la regulación inmunitaria con predominio de la autoinmunidad
4A01.22;Trastornos de la regulación inmunitaria con predominio de la linfoproliferación
4A01.23;Linfohistiocitosis hemofagocítica primaria
4A01.2Y;Otros trastornos especificados de la regulación inmunitaria
4A01.2Z;"Trastornos de la regulación inmunitaria, sin especificación"
4A01.3;Otros síndromes de inmunodeficiencia bien definidos por defectos en la inmunidad adaptativa
4A01.30;Inmunodeficiencia por defectos del timo
4A01.31;Defectos de reparación del ADN distintos de las inmunodeficiencias combinadas de linfocitos T o B
4A01.32;Displasia inmunoósea
4A01.33;Enfermedad venooclusiva hepática e inmunodeficiencia
4A01.34;Síndromes de hiper-IgE
4A01.Z;"Inmunodeficiencias primarias por trastornos de la inmunidad adaptativa, sin especificación"
4A0Y;Otras inmunodeficiencias primarias especificadas
4A0Z;"Inmunodeficiencias primarias, sin especificación"
4A20;Inmunodeficiencias adquiridas
4A20.0;Inmunodeficiencia de comienzo en el adulto
4A20.1;Inmunodeficiencia adquirida por pérdida de inmunoglobulina
4A20.Y;Otras inmunodeficiencias adquiridas especificadas
4A20.Z;"Inmunodeficiencias adquiridas, sin especificación"
4A40;Lupus eritematoso
4A40.0;Lupus eritematoso sistémico
4A40.00;Lupus eritematoso sistémico con afectación cutánea
4A40.0Y;Otro lupus eritematoso sistémico especificado
4A40.0Z;"Lupus eritematoso sistémico, sin especificación"
4A40.1;Lupus eritematoso provocado por medicamentos
4A40.Y;Otro lupus eritematoso especificado
4A40.Z;"Lupus eritematoso, sin especificación"
4A41;Miopatía inflamatoria idiopática
4A41.0;Dermatomiositis
4A41.00;Dermatomiositis del adulto
4A41.01;Dermatomiositis juvenil
4A41.0Z;"Dermatomiositis, sin especificación"
4A41.1;Polimiositis
4A41.10;Polimiositis juvenil
4A41.11;Polimiositis paraneoplásica
4A41.1Y;Otra polimiositis especificada
4A41.1Z;"Polimiositis, sin especificación"
4A41.2;Miopatía por cuerpos de inclusión
4A41.20;Miositis por cuerpos de inclusión
4A41.21;Miopatía no inflamatoria por cuerpos de inclusión
4A41.2Z;Miopatía por cuerpos de inclusión. sin especificación
4A41.Y;Otra miopatía inflamatoria idiopática especificada
4A41.Z;"Miopatía inflamatoria idiopática, sin especificación"
4A42;Esclerosis sistémica
4A42.0;Esclerosis sistémica de comienzo pediátrico
4A42.1;Esclerosis sistémica difusa
4A42.2;Esclerodermia sistémica localizada
4A42.Z;"Esclerosis sistémica, sin especificación"
4A43;Enfermedad autoinmunitaria sistémica solapada o indiferenciada sin especificidad de órgano
4A43.0;Enfermedad relacionada con IgG4
4A43.1;Enfermedad de Mikulicz
4A43.2;Síndrome de Sjögren
4A43.20;Síndrome de Sjögren primario
4A43.21;Síndrome de Sjögren secundario
4A43.22;Síndrome de Sjögren de comienzo pediátrico
4A43.2Y;Otro síndrome de Sjögren especificado
4A43.3;Enfermedad mixta del tejido conjuntivo
4A43.4;Fascitis eosinofílica difusa
4A43.Y;"Otra enfermedad autoinmunitaria sistémica especificada, solapada o indiferenciada, sin especificidad de órgano"
4A43.Z;"Enfermedad autoinmunitaria sistémica solapada o indiferenciada sin especificidad de órgano, sin especificación"
4A44;Vasculitis
4A44.0;Seudopoliartritis rizomélica
4A44.1;Síndrome del cayado aórtico
4A44.2;Arteritis de células gigantes
4A44.3;Vasculitis en un solo órgano
4A44.4;Poliarteritis nudosa
4A44.5;Síndrome ganglionar mucocutáneo
4A44.6;Síndrome de Sneddon
4A44.7;Angitis primaria del sistema nervioso central
4A44.8;Tromboangitis obliterante
4A44.9;Vasculitis de vasos pequeños por inmunocomplejos
4A44.90;Vasculitis crioglobulinémica
4A44.91;Vasculitis urticarial hipocomplementémica
4A44.92;Vasculitis por IgA
4A44.9Y;Otra vasculitis especificada de vasos pequeños por inmunocomplejos
4A44.9Z;"Vasculitis de vasos pequeños por inmunocomplejos, sin especificación"
4A44.A;Vasculitis asociada a ANCA
4A44.A0;Poliangiítis microscópica
4A44.A1;Granulomatosis con poliangitis
4A44.A2;Granulomatosis eosinofílica con poliangitis
4A44.AY;Otra vasculitis especificada asociada a anticuerpos citoplasmáticos antineutrófilos
4A44.AZ;"Vasculitis asociada a anticuerpos citoplasmáticos antineutrófilos, sin especificación"
4A44.B;Vasculitis leucocitoclástica
4A44.B0;Vasculitis leucocitoclástica cutánea
4A44.BY;Otra vasculitis leucocitoclástica especificada
4A44.BZ;"Vasculitis leucocitoclástica, sin especificación"
4A44.Y;Otra vasculitis especificada
4A44.Z;"Vasculitis, sin especificación"
4A45;Síndrome antifosfolipídico
4A45.0;Síndrome antifosfolipídico primario
4A45.1;Síndrome antifosfolipídico secundario
4A45.2;Síndrome antifosfolipídico en el embarazo
4A45.3;Síndrome de hipoprotrombinemia y anticoagulante lúpico
4A45.Z;"Síndrome antifosfolipídico, sin especificación"
4A4Y;Trastornos autoinmunitarios sistémicos especificados sin especificidad de órgano
4A4Z;"Trastornos autoinmunitarios sistémicos sin especificidad de órgano, sin especificación"
4A60;Síndromes autoinflamatorios monogénicos
4A60.0;Fiebre mediterránea familiar
4A60.1;Síndromes periódicos asociados a la criopirina
4A60.2;Síndrome periódico asociado a TNFR1
4A60.Y;Otros síndromes autoinflamatorios monogénicos especificados
4A60.Z;"Síndromes autoinflamatorios monogénicos, sin especificación"
4A61;Síndrome SAPHO
4A62;Enfermedad de Behçet
4A6Y;Otros trastornos autoinflamatorios especificados
4A6Z;"Trastornos autoinflamatorios, sin especificación"
4A80;Enfermedades alérgicas o de hipersensibilidad con afectación de las vías respiratorias
4A80.0;Broncoespasmo inducido por medicamentos
4A80.1;Broncoespasmo por alergia a alimentos
4A80.Y;Otras enfermedades alérgicas o de hipersensibilidad especificadas con afectación de las vías respiratorias
4A80.Z;"Enfermedades alérgicas o de hipersensibilidad con afectación de las vías respiratorias, sin especificación"
4A81;Enfermedades alérgicas o de hipersensibilidad con afectación ocular
4A82;Enfermedades alérgicas o de hipersensibilidad con afectación de la piel o las mucosas
4A83;Enfermedades alérgicas o de hipersensibilidad con afectación del tubo digestivo
4A83.0;Gastroenteritis eosinofílica inducida por alimentos
4A83.1;Esofagitis eosinofílica inducida por alimentos
4A83.Y;Otras enfermedades alérgicas o de hipersensibilidad especificadas con afectación del tubo digestivo
4A83.Z;"Enfermedades alérgicas o de hipersensibilidad con afectación del tubo digestivo, sin especificación"
4A84;Anafilaxia
4A84.0;Anafilaxia por reacción alérgica a los alimentos
4A84.1;Anafilaxia provocada por medicamentos
4A84.2;Anafilaxia por veneno de insectos
4A84.3;Anafilaxia provocada por factores físicos
4A84.30;Anafilaxia provocada por el ejercicio
4A84.31;Anafilaxia inducida por el frío
4A84.3Y;Otra anafilaxia provocada por factores físicos especificados
4A84.3Z;"Anafilaxia provocada por factores físicos, sin especificación"
4A84.4;Anafilaxia por alérgenos inhalados
4A84.5;Anafilaxia por contacto con alergenos
4A84.6;Anafilaxia secundaria a trastorno de los mastocitos
4A84.Y;Otra anafilaxia especificada
4A84.Z;"Anafilaxia, sin especificación"
4A85;Trastornos alérgicos o de hipersensibilidad complejos
4A85.0;Hipersensibilidad a medicamentos o agentes farmacológicos
4A85.00;Hepatopatía por hipersensibilidad provocada por medicamentos
4A85.01;Nefropatía por hipersensibilidad provocada por medicamentos
4A85.02;Citopenia provocada por medicamentos
4A85.03;Vasculitis provocada por medicamentos
4A85.04;Síndrome de hipersensibilidad a múltiples medicamentos
4A85.0Y;Otra hipersensibilidad especificada a medicamentos o agentes farmacológicos
4A85.0Z;"Hipersensibilidad a medicamentos o agentes farmacológicos, sin especificación"
4A85.1;Hipersensibilidad a plantas medicinales y terapias alternativas
4A85.2;Hipersensibilidad alimentaria
4A85.20;Hipersensibilidad gastrointestinal inducida por alimentos
4A85.21;Urticaria o angioedema inducidos por alimentos
4A85.22;Dermatitis de contacto alérgica por alérgenos alimentarios
4A85.2Y;Otra hipersensibilidad alimentaria especificada
4A85.2Z;"Hipersensibilidad alimentaria, sin especificación"
4A85.3;Reacciones alérgicas o de hipersensibilidad a los artrópodos
4A85.30;Reacción alérgica sistémica por veneno de himenópteros
4A85.31;Reacciones cutáneas alérgicas o de hipersensibilidad al veneno de himenópteros
4A85.32;Reacciones cutáneas alérgicas o de hipersensibilidad a los artrópodos
4A85.Y;Otras trastornos alérgicos o de hipersensibilidad complejos especificados
4A85.Z;"Trastornos alérgicos o de hipersensibilidad complejos, sin especificación"
4A8Y;Otras afecciones alérgicas o de hipersensibilidad especificadas
4A8Z;"Sfeccioneses alérgicas o de hipersensibilidad, sin especificación"
4B00;Trastornos del número de neutrófilos
4B00.0;Neutropenia
4B00.00;Neutropenia constitucional
4B00.01;Neutropenia adquirida
4B00.0Z;"Neutropenia, sin especificación"
4B00.1;Neutrofilia
4B00.10;Neutrofilia constitucional
4B00.11;Neutrofilia adquirida
4B00.1Z;"Neutrofilia, sin especificación"
4B00.Y;Otros trastornos especificados del número de neutrófilos
4B01;Trastornos de la función de los neutrófilos
4B01.0;Trastornos constitucionales de la función de los neutrófilos
4B01.00;Trastornos de la adhesión de los neutrófilos
4B01.01;Trastornos de la quimiotaxis de los neutrófilos
4B01.02;Trastornos de la formación o liberación de gránulos de los neutrófilos
4B01.03;Trastorno del metabolismo oxidativo de neutrófilos
4B01.0Y;Otros trastornos constitucionales especificados de la función de los neutrófilos
4B01.0Z;"Trastornos constitucionales de la función de los neutrófilos, sin especificación"
4B01.1;Trastornos adquiridos de la función de los neutrófilos
4B01.Z;"Trastornos de la función de los neutrófilos, sin especificación"
4B02;Eosinopenia
4B02.0;Disminución constitucional del número de eosinófilos
4B02.1;Disminución adquirida del número de eosinófilos
4B02.Z;"Eosinopenia, sin especificación"
4B03;Eosinofilia
4B03.0;Eosinofilia constitucional
4B03.1;Eosinofilia adquirida
4B03.Z;"Eosinofilia, sin especificación"
4B04;Trastornos con disminución del número de monocitos
4B05;Trastornos con aumento del número de monocitos
4B06;Linfopenia adquirida
4B07;Linfocitosis adquirida
4B0Y;Otros trastornos especificados del sistema inmunitario con implicación de los linajes de leucocitos
4B0Z;"Trastornos del sistema inmunitario con implicación de los linajes de leucocitos, sin especificación"
4B20;Sarcoidosis
4B20.0;sarcoidosis pulmonar
4B20.1;Sarcoidosis de los ganglios linfáticos
4B20.2;Sarcoidosis del aparato digestivo
4B20.3;Neurosarcoidosis
4B20.4;Sarcoidosis ocular
4B20.5;Sarcoidosis cutánea
4B20.Y;Otra sarcoidosis especificada
4B20.Z;"Sarcoidosis, sin especificación"
4B21;Hipergammaglobulinemia policlonal
4B22;Crioglobulinemia
4B23;Síndrome inflamatorio de reconstitución inmunitaria
4B24;Enfermedad de injerto contra huésped
4B24.0;Enfermedad aguda de injerto contra huésped
4B24.1;Enfermedad crónica de injerto contra huésped
4B24.Y;Otra enfermedad especificada de injerto contra huésped
4B24.Z;"Enfermedad de injerto contra huésped, sin especificación"
4B2Y;Otros trastornos especificados que afectan el sistema inmunitario
4B40;Enfermedades del timo
4B40.0;Hiperplasia persistente del timo
4B40.1;Absceso del timo
4B40.2;Síndrome de Good
4B40.Y;Otras enfermedades especificadas del timo
4B40.Z;"Enfermedades del timo, sin especificación"
4B4Y;Otras enfermedades especificadas del sistema inmunitario
4B4Z;"Enfermedades del sistema inmunitario, sin especificación"
5A00;Hipotiroidismo
5A00.0;Hipotiroidismo congénito
5A00.00;Hipotiroidismo congénito permanente con bocio difuso
5A00.01;Hipotiroidismo congénito permanente sin bocio
5A00.02;Síndrome de Pendred
5A00.03;Hipotiroidismo congénito transitorio
5A00.04;Hipotiroidismo congénito por carencia de yodo
5A00.0Y;Otro hipotiroidismo congénito especificado
5A00.0Z;"Hipotiroidismo congénito, sin especificación"
5A00.1;Trastornos tiroideos por carencia de yodo o problemas afines
5A00.10;Bocio difuso por carencia de yodo
5A00.11;Bocio multinodular por carencia de yodo
5A00.1Z;"Trastornos tiroideos relacionados con la carencia de yodo o con problemas afines, sin especificación"
5A00.2;Hipotiroidismo adquirido
5A00.20;Hipotiroidismo por el uso de medicamentos o de otras sustancias exógenas
5A00.21;Coma por mixedema
5A00.22;Hipotiroidismo asintomático por carencia de yodo
5A00.2Y;Otro hipotiroidismo adquirido especificado
5A00.2Z;"Hipotiroidismo adquirido, sin especificación"
5A00.Z;"Hipotiroidismo, sin especificación"
5A01;Bocio atóxico
5A01.0;Bocio difuso no tóxico
5A01.1;Nódulo tiroideo solitario atóxico
5A01.2;Bocio multinodular atóxico
5A01.Z;"Bocio atóxico, sin especificación"
5A02;Tirotoxicosis
5A02.0;Tirotoxicosis con bocio difuso
5A02.1;Tirotoxicosis con nódulo tiroideo único tóxico
5A02.2;Tirotoxicosis con bocio multinodular tóxico
5A02.3;Tirotoxicosis por tejido tiroideo ectópico
5A02.4;Tirotoxicosis facticia
5A02.5;Crisis tiroidea
5A02.6;Hipertiroidismo secundario
5A02.Y;Otra tirotoxicosis especificada
5A02.Z;"Tirotoxicosis, sin especificación"
5A03;Tiroiditis
5A03.0;Tiroiditis aguda
5A03.1;Tiroiditis subaguda
5A03.2;Tiroiditis autoinmunitaria
5A03.20;Tiroiditis de Hashimoto
5A03.21;Tiroiditis indolora
5A03.2Y;Otra tiroiditis autoinmunitaria especificada
5A03.Y;Otra tiroiditis especificada
5A03.Z;"Tiroiditis, sin especificación"
5A04;Hipersecreción de calcitonina
5A05;Resistencia generalizada a la hormona tiroidea
5A06;Síndrome del enfermo eutiroideo
5A0Y;Otros trastornos especificados de la glándula tiroides o del sistema de hormonas tiroideas
5A0Z;"Trastornos de la glándula tiroides o del sistema de hormonas tiroideas, sin especificación"
5A10;Diabetes mellitus de tipo 1
5A11;Diabetes mellitus de tipo 2
5A12;Diabetes mellitus por malnutrición
5A13;"Diabetes mellitus, otro tipo especificado"
5A13.0;Diabetes mellitus por defectos genéticos de la función de las células beta
5A13.1;Diabetes mellitus por defectos genéticos de la actividad de la insulina
5A13.2;Diabetes mellitus por enfermedades del páncreas exocrino
5A13.3;Diabetes mellitus por endocrinopatías
5A13.4;Diabetes mellitus por efecto de medicamentos o sustancias químicas
5A13.5;Diabetes mellitus por tipos poco comunes de diabetes inmunomediada
5A13.6;Diabetes mellitus por otros síndromes genéticos
5A13.7;Diabetes mellitus debida a subtipos o síndromes con características clínicas definidas
5A13.Y;"Otra diabetes mellitus especificada, otro tipo especificado"
5A14;"Diabetes mellitus, tipo no especificado"
5A20;Estado hiperglucémico hiperosmolar diabético
5A20.0;Estado hiperglucémico hiperosmolar sin coma
5A20.1;Estado hiperglucémico hiperosmolar con coma
5A20.Z;"Estado hiperglucémico hiperosmolar diabético, sin especificación"
5A21;Hipoglucemia en el contexto de la diabetes mellitus
5A21.0;Hipoglucemia en el contexto de la diabetes mellitus sin coma
5A21.1;Hipoglucemia en el contexto de la diabetes mellitus con coma
5A22;Acidosis diabética
5A22.0;Cetoacidosis diabética sin coma
5A22.1;Acidosis láctica diabética
5A22.2;Acidosis metabólica diabética
5A22.3;Cetoacidosis diabética con coma
5A22.Y;Otra acidosis diabética especificada
5A22.Z;"Acidosis diabética, sin especificación"
5A23;Coma diabético
5A24;Diabetes mellitus no controlada o inestable
5A2Y;Otras complicaciones agudas especificadas de la diabetes mellitus
5A40;Hiperglucemia intermedia
5A40.0;Alteración de la glucemia en ayunas
5A40.1;Tolerancia alterada a la glucosa
5A40.Y;Otra hiperglucemia intermedia especificada
5A40.Z;"Hiperglucemia intermedia, sin especificación"
5A41;Hipoglucemia sin diabetes asociada
5A42;Aumento de la secreción de glucagón
5A43;Secreción anormal de gastrina
5A43.0;Hipergastrinemia provocada por medicamentos
5A43.1;Síndrome de Zollinger-Ellison
5A43.Y;Otra secreción anormal especificada de gastrina
5A43.Z;"Secreción anormal de gastrina, sin especificación"
5A44;Síndromes de resistencia a la insulina
5A45;Hipoglucemia hiperinsulinémica persistente del lactante
5A4Y;Otros trastornos especificados de la regulación de la glucosa o de la secreción pancreática interna
5A4Z;"Otros trastornos de la regulación de la glucosa o de la secreción pancreática interna, sin especificación"
5A50;Hipoparatiroidismo
5A50.0;Hipoparatiroidismo por alteración de la secreción de la hormona paratiroidea
5A50.00;Hipoparatiroidismo idiopático
5A50.01;Hipoparatiroidismo secundario
5A50.02;Hipoparatiroidismo por destrucción de las glándulas paratiroides
5A50.03;Hipoparatiroidismo autoinmunitario
5A50.0Y;Otro hipoparatiroidismo especificado por alteración de la secreción de la HPT
5A50.0Z;"Hipoparatiroidismo por alteración de la secreción de HPT, sin especificación"
5A50.1;Seudohipoparatiroidismo
5A50.Y;Otro hipoparatiroidismo especificado
5A50.Z;"Hipoparatiroidismo, sin especificación"
5A51;Hiperparatiroidismo
5A51.0;Hiperparatiroidismo primario
5A51.1;Hiperparatiroidismo secundario
5A51.2;Hipercalcemia hipocalciúrica familiar
5A51.Y;Otro hiperparatiroidismo especificado
5A51.Z;"Hiperparatiroidismo, sin especificación"
5A5Y;Otros trastornos especificados del sistema de la hormona paratiroidea o de la glándulas paratiroides
5A5Z;"Trastornos del sistema de la hormona paratiroidea o de la paratiroides, sin especificación"
5A60;Hiperfunción de la glándula hipofisaria
5A60.0;Acromegalia o gigantismo hipofisario
5A60.1;Hiperprolactinemia
5A60.2;Síndrome de secreción inadecuada de hormona antidiurética
5A60.20;Síndrome nefrógeno de antidiuresis inapropiada
5A60.2Y;Otro síndrome especificado de secreción inadecuada de hormona antidiurética
5A60.2Z;"Síndrome de secreción inadecuada de hormona antidiurética, sin especificación"
5A60.3;Pubertad precoz central
5A60.Y;Otra hiperfunción especificada de la glándula hipofisaria
5A60.Z;"Hiperfunción de la glándula hipofisaria, sin especificación"
5A61;Hipofunción hipofisaria o algunos trastornos especificados de la hipófisis
5A61.0;Hipopituitarismo
5A61.1;Insuficiencia de adrenocorticotrofina
5A61.2;Insuficiencia de gonadotrofina
5A61.3;Insuficiencia de la hormona de crecimiento
5A61.4;Insuficiencia de la hormona estimulante de la tiroides
5A61.40;Hipotiroidismo central adquirido
5A61.41;Hipotiroidismo central congénito
5A61.4Y;Otra insuficiencia especificada de la hormona estimulante de la tiroides
5A61.4Z;"Insuficiencia de la hormona estimulante de la tiroides, sin especificación"
5A61.5;Diabetes insípida central
5A61.6;Insuficiencia de oxitocina
5A61.Y;Otra hipofunción especificada u otros trastornos de la glándula hipófisis
5A6Z;"Trastornos del sistema de la hormona hipofisaria, sin especificación"
5A70;Síndrome de Cushing
5A70.0;Enfermedad de Cushing dependiente de la hipófisis
5A70.1;Síndrome de ACTH ectópica
5A70.2;Síndrome pseudo-Cushing
5A70.3;Síndrome de Nelson
5A70.Y;Otro síndrome de Cushing especificado
5A70.Z;"Síndrome de Cushing, sin especificación"
5A71;Trastornos suprarrenogenitales
5A71.0;"Trastornos del desarrollo sexual 46,XX provocado por andrógenos de origen fetal"
5A71.00;Resistencia a los glucocorticoides
5A71.01;Hiperplasia suprarrenal congénita
5A71.0Y;"Otros trastornos especificados del desarrollo sexual 46,XX provocados por andrógenos de origen fetal"
5A71.0Z;"Trastornos de 46,XX del desarrollo sexual inducidos por andrógenos de origen fetal"
5A71.1;"Trastornos del desarrollo sexual 46,XX provocados por andrógenos de origen materno"
5A71.Y;Otros trastornos suprarrenogenitales especificados
5A71.Z;"Trastornos suprarrenogenitales, sin especificación"
5A72;Hiperaldosteronismo
5A72.0;Hiperaldosteronismo primario
5A72.1;Hiperaldosteronismo secundario
5A72.Z;"Hiperaldosteronismo, sin especificación"
5A73;Hipoaldosteronismo
5A74;Insuficiencia adrenocortical
5A74.0;Insuficiencia adrenocortical adquirida
5A74.1;Crisis adrenal
5A74.Y;Otra insuficiencia adrenocortical especificada
5A74.Z;"Insuficiencia adrenocortical, sin especificación"
5A75;Hiperfunción medulosuprarrenal
5A76;Algunos trastornos especificados de la glándula suprarrenal
5A76.0;Adrenarquia prematura
5A76.Y;Algunos otros trastornos especificados de la glándula suprarrenal
5A7Z;"Trastornos de las glándulas suprarrenales o del sistema hormona suprarrenal, sin especificación"
5A80;Disfunción ovárica
5A80.0;Hiperandrogenismo clínico
5A80.1;Síndrome del ovario poliquístico
5A80.2;Ovario poliquístico
5A80.3;Anovulación
5A80.4;Oligoovulación
5A80.5;Reserva ovárica disminuida
5A80.Y;Otra disfunción ovárica especificada
5A80.Z;"Disfunción ovárica, sin especificación"
5A81;Disfunción testicular o trastornos de origen testosterónico
5A81.0;Hiperfunción testicular
5A81.1;Hipofunción testicular
5A81.Y;Otra disfunción testicular especificada o trastornos relacionados con la testosterona
5A81.Z;"Disfunción testicular o trastornos relacionados con la testosterona, sin especificación"
5A8Z;"Trastornos del sistema hormonal gonadal, sin especificación"
5A90;Trastorno de la pubertad por resistencia a los estrógenos
5A91;Pubertad tardía
5A92;Pubertad precoz periférica
5A9Y;Otros trastornos especificados de la pubertad
5A9Z;"Trastornos de la pubertad, sin especificación"
5B00;Poliendocrinopatía autoinmunitaria
5B01;Hiperfunción multiglandular
5B0Y;Otra disfunción poliglandular especificada
5B0Z;"Disfunción poliglandular, sin especificación"
5B10;Síndrome carcinoide
5B11;"Estatura baja, no clasificada en otra parte"
5B12;Estatura alta constitucional
5B1Y;"Otros trastornos endocrinos especificados, no clasificados en otra parte"
5B3Y;Otras enfermedades endocrinas especificadas
5B3Z;"Enfermedades endocrinas, sin especificación"
5B50;"insuficiencia de peso en lactantes, niños o adolescentes"
5B51;"Consunción en lactantes, niños o adolescentes"
5B52;"Desnutrición aguda en lactantes, niños o adolescentes"
5B53;"Retraso del crecimiento en lactantes, niños o adolescentes"
5B54;Peso bajo en adultos
5B55;Deficiencia de vitamina A
5B55.0;Deficiencia de vitamina A con ceguera nocturna
5B55.1;Deficiencia de vitamina A con xerosis conjuntival
5B55.2;Deficiencia de vitamina A con xerosis conjuntival o manchas de Bitot
5B55.3;Deficiencia de vitamina A con xerosis corneal
5B55.4;Deficiencia de vitamina A con úlcera corneal o queratomalacia
5B55.5;Deficiencia de vitamina A con cicatrices xeroftálmicas de la córnea o ceguera
5B55.Y;Deficiencia de vitamina A con otras manifestaciones especificadas
5B55.Z;"Deficiencia de vitamina A, sin especificación"
5B56;Deficiencia de vitamina C
5B56.0;Escorbuto
5B56.Y;Otra deficiencia de vitamina C especificada
5B56.Z;"Deficiencia de vitamina C, sin especificación"
5B57;Deficiencia de vitamina D
5B57.0;Raquitismo por deficiencia de vitamina D
5B57.1;Osteomalacia por deficiencia de vitamina D
5B57.Y;Otra deficiencia de vitamina D especificada
5B57.Z;"Deficiencia de vitamina D, sin especificación"
5B58;Deficiencia de vitamina E
5B59;Deficiencia de vitamina K
5B5A;Deficiencia de vitamina B1
5B5A.0;Beriberi
5B5A.00;Beriberi seco
5B5A.01;Beriberi húmedo
5B5A.0Z;"Beriberi, sin especificación"
5B5A.1;Síndrome de Wernicke-Korsakoff
5B5A.10;Encefalopatía de Wernicke
5B5A.11;Síndrome de Korsakoff
5B5A.1Y;Otro síndrome de Wernicke-Korsakoff especificado
5B5A.1Z;"Síndrome de Wernicke-Korsakoff, sin especificación"
5B5A.Y;Otra deficiencia de vitamina B1 especificada
5B5A.Z;"Deficiencia de vitamina B1, sin especificación"
5B5B;Deficiencia de vitamina B2
5B5C;Deficiencia de vitamina B3
5B5C.0;Pelagra
5B5C.Y;Otra deficiencia de vitamina B3 especificada
5B5D;Deficiencia de vitamina B6
5B5E;Deficiencia de folato
5B5F;Deficiencia de vitamina B12
5B5G;Deficiencia de biotina
5B5H;Deficiencia de ácido pantoténico
5B5J;Deficiencia de colina
5B5K;Deficiencias minerales
5B5K.0;Deficiencia de hierro
5B5K.1;Deficiencia de calcio
5B5K.10;Tetania por deficiencia aguda de calcio
5B5K.1Y;Otra deficiencia de calcio especificada
5B5K.1Z;"Deficiencia de calcio, sin especificación"
5B5K.2;Deficiencia de cinc
5B5K.3;Deficiencia de yodo
5B5K.4;Deficiencia de flúor
5B5K.5;Deficiencia de cloruro de sodio
5B5K.6;Deficiencia de cobre
5B5K.7;Deficiencia de selenio
5B5K.8;Deficiencia de cromo
5B5K.9;Deficiencia de manganeso
5B5K.A;Deficiencia de molibdeno
5B5K.B;Deficiencia de vanadio
5B5K.Y;Otra deficiencia mineral especificada
5B5K.Z;"Deficiencia mineral, sin especificación"
5B60;Secuelas de la desnutrición proteínico-energética
5B61;Secuelas de la deficiencia de vitamina A
5B62;Secuelas de la deficiencia de vitamina C
5B63;Secuelas de raquitismo
5B6Y;Otra secuela de desnutrición especificada y algunas deficiencias nutricionales especificadas
5B6Z;"Secuelas de desnutrición y algunas deficiencias nutricionales especificadas, sin especificación"
5B70;Deficiencia de ácidos grasos esenciales
5B71;Deficiencia de proteínas
5B7Y;Otra desnutrición especificada
5B7Z;"Desnutrición, sin especificación"
5B80;Sobrepeso o adiposidad localizada
5B80.0;Sobrepeso
5B80.00;"Sobrepeso en los lactantes, niños o adolescentes"
5B80.01;Sobrepeso en adultos
5B80.0Z;"Sobrepeso, sin especificación"
5B80.1;Adiposidad localizada
5B81;Obesidad
5B81.0;Obesidad por desequilibrio energético
5B81.00;Obesidad en niños o adolescentes
5B81.01;Obesidad en los adultos
5B81.1;obesidad de origen medicamentoso
5B81.Y;Otra obesidad especificada
5B81.Z;"Obesidad, sin especificación"
5B90;Excesos de vitamina
5B90.0;Hipervitaminosis A
5B90.1;Hipercarotinemia
5B90.2;Hipervitaminosis D
